    1    32      0.00     0.103
    2    32      0.00     0.014
    3    32      0.00     0.011
    4    32      0.00     0.013
    5    32      0.00     0.034
    6    32      0.00     0.011
    7    32      0.00     0.011
    8    32      0.00     0.011
    9    32      0.00     0.011
   10    32      0.00     0.011
    1    32      0.01     0.010
    2    32      0.01     0.011
    3    32      0.01     0.016
    4    32      0.01     0.010
    5    32      0.01     0.011
    6    32      0.01     0.039
    7    32      0.01     0.011
    8    32      0.01     0.011
    9    32      0.01     0.011
   10    32      0.01     0.011
    1    32      0.05     0.069
    2    32      0.05     0.020
    3    32      0.05     0.015
    4    32      0.05     0.014
    5    32      0.05     0.014
    6    32      0.05     0.014
    7    32      0.05     0.014
    8    32      0.05     0.014
    9    32      0.05     0.014
   10    32      0.05     0.014
    1    32      0.10     0.019
    2    32      0.10     0.017
    3    32      0.10     0.017
    4    32      0.10     0.019
    5    32      0.10     0.017
    6    32      0.10     0.017
    7    32      0.10     0.017
    8    32      0.10     0.017
    9    32      0.10     0.017
   10    32      0.10     0.017
    1    32      0.25     0.026
    2    32      0.25     0.024
    3    32      0.25     0.023
    4    32      0.25     0.023
    5    32      0.25     0.023
    6    32      0.25     0.023
    7    32      0.25     0.024
    8    32      0.25     0.023
    9    32      0.25     0.023
   10    32      0.25     0.023
    1    32      0.50     0.038
    2    32      0.50     0.034
    3    32      0.50     0.034
    4    32      0.50     0.033
    5    32      0.50     0.034
    6    32      0.50     0.034
    7    32      0.50     0.034
    8    32      0.50     0.034
    9    32      0.50     0.034
   10    32      0.50     0.033
    1    32      0.75     0.049
    2    32      0.75     0.045
    3    32      0.75     0.044
    4    32      0.75     0.044
    5    32      0.75     0.044
    6    32      0.75     0.044
    7    32      0.75     0.045
    8    32      0.75     0.045
    9    32      0.75     0.044
   10    32      0.75     0.044
    1    32      0.90     0.057
    2    32      0.90     0.050
    3    32      0.90     0.051
    4    32      0.90     0.050
    5    32      0.90     0.050
    6    32      0.90     0.049
    7    32      0.90     0.050
    8    32      0.90     0.049
    9    32      0.90     0.049
   10    32      0.90     0.050
    1    32      0.95     0.059
    2    32      0.95     0.052
    3    32      0.95     0.053
    4    32      0.95     0.052
    5    32      0.95     0.052
    6    32      0.95     0.052
    7    32      0.95     0.052
    8    32      0.95     0.052
    9    32      0.95     0.052
   10    32      0.95     0.052
    1    32      0.99     0.060
    2    32      0.99     0.054
    3    32      0.99     0.054
    4    32      0.99     0.054
    5    32      0.99     0.053
    6    32      0.99     0.053
    7    32      0.99     0.054
    8    32      0.99     0.053
    9    32      0.99     0.054
   10    32      0.99     0.053
    1    32      1.00     0.061
    2    32      1.00     0.055
    3    32      1.00     0.055
    4    32      1.00     0.055
    5    32      1.00     0.055
    6    32      1.00     0.055
    7    32      1.00     0.063
    8    32      1.00     0.055
    9    32      1.00     0.053
   10    32      1.00     0.055
    1    64      0.00     0.019
    2    64      0.00     0.013
    3    64      0.00     0.012
    4    64      0.00     0.013
    5    64      0.00     0.012
    6    64      0.00     0.013
    7    64      0.00     0.014
    8    64      0.00     0.014
    9    64      0.00     0.013
   10    64      0.00     0.014
    1    64      0.01     0.014
    2    64      0.01     0.013
    3    64      0.01     0.011
    4    64      0.01     0.013
    5    64      0.01     0.013
    6    64      0.01     0.013
    7    64      0.01     0.013
    8    64      0.01     0.012
    9    64      0.01     0.026
   10    64      0.01     0.014
    1    64      0.05     0.030
    2    64      0.05     0.021
    3    64      0.05     0.019
    4    64      0.05     0.019
    5    64      0.05     0.019
    6    64      0.05     0.019
    7    64      0.05     0.019
    8    64      0.05     0.018
    9    64      0.05     0.018
   10    64      0.05     0.019
    1    64      0.10     0.026
    2    64      0.10     0.024
    3    64      0.10     0.023
    4    64      0.10     0.023
    5    64      0.10     0.022
    6    64      0.10     0.022
    7    64      0.10     0.022
    8    64      0.10     0.023
    9    64      0.10     0.022
   10    64      0.10     0.023
    1    64      0.25     0.042
    2    64      0.25     0.036
    3    64      0.25     0.036
    4    64      0.25     0.036
    5    64      0.25     0.036
    6    64      0.25     0.036
    7    64      0.25     0.036
    8    64      0.25     0.036
    9    64      0.25     0.036
   10    64      0.25     0.036
    1    64      0.50     0.065
    2    64      0.50     0.057
    3    64      0.50     0.058
    4    64      0.50     0.063
    5    64      0.50     0.068
    6    64      0.50     0.058
    7    64      0.50     0.058
    8    64      0.50     0.057
    9    64      0.50     0.057
   10    64      0.50     0.058
    1    64      0.75     0.088
    2    64      0.75     0.079
    3    64      0.75     0.079
    4    64      0.75     0.078
    5    64      0.75     0.079
    6    64      0.75     0.088
    7    64      0.75     0.080
    8    64      0.75     0.078
    9    64      0.75     0.079
   10    64      0.75     0.080
    1    64      0.90     0.102
    2    64      0.90     0.091
    3    64      0.90     0.091
    4    64      0.90     0.091
    5    64      0.90     0.090
    6    64      0.90     0.090
    7    64      0.90     0.090
    8    64      0.90     0.090
    9    64      0.90     0.091
   10    64      0.90     0.090
    1    64      0.95     0.106
    2    64      0.95     0.095
    3    64      0.95     0.095
