    1       32      0.00     0.025
    2       32      0.00     0.003
    3       32      0.00     0.003
    4       32      0.00     0.002
    5       32      0.00     0.001
    6       32      0.00     0.002
    7       32      0.00     0.003
    8       32      0.00     0.001
    9       32      0.00     0.001
   10       32      0.00     0.003
    1       32      0.01     0.002
    2       32      0.01     0.002
    3       32      0.01     0.002
    4       32      0.01     0.002
    5       32      0.01     0.002
    6       32      0.01     0.002
    7       32      0.01     0.001
    8       32      0.01     0.001
    9       32      0.01     0.002
   10       32      0.01     0.002
    1       32      0.05     0.025
    2       32      0.05     0.004
    3       32      0.05     0.003
    4       32      0.05     0.003
    5       32      0.05     0.003
    6       32      0.05     0.003
    7       32      0.05     0.003
    8       32      0.05     0.002
    9       32      0.05     0.003
   10       32      0.05     0.003
    1       32      0.10     0.007
    2       32      0.10     0.006
    3       32      0.10     0.006
    4       32      0.10     0.006
    5       32      0.10     0.004
    6       32      0.10     0.005
    7       32      0.10     0.006
    8       32      0.10     0.004
    9       32      0.10     0.004
   10       32      0.10     0.005
    1       32      0.25     0.013
    2       32      0.25     0.010
    3       32      0.25     0.010
    4       32      0.25     0.009
    5       32      0.25     0.010
    6       32      0.25     0.010
    7       32      0.25     0.010
    8       32      0.25     0.009
    9       32      0.25     0.010
   10       32      0.25     0.010
    1       32      0.50     0.021
    2       32      0.50     0.017
    3       32      0.50     0.017
    4       32      0.50     0.017
    5       32      0.50     0.018
    6       32      0.50     0.018
    7       32      0.50     0.018
    8       32      0.50     0.018
    9       32      0.50     0.018
   10       32      0.50     0.018
    1       32      0.75     0.031
    2       32      0.75     0.026
    3       32      0.75     0.026
    4       32      0.75     0.036
    5       32      0.75     0.025
    6       32      0.75     0.025
    7       32      0.75     0.024
    8       32      0.75     0.025
    9       32      0.75     0.025
   10       32      0.75     0.025
    1       32      0.90     0.034
    2       32      0.90     0.029
    3       32      0.90     0.029
    4       32      0.90     0.029
    5       32      0.90     0.029
    6       32      0.90     0.029
    7       32      0.90     0.029
    8       32      0.90     0.028
    9       32      0.90     0.028
   10       32      0.90     0.029
    1       32      0.95     0.036
    2       32      0.95     0.031
    3       32      0.95     0.030
    4       32      0.95     0.031
    5       32      0.95     0.031
    6       32      0.95     0.031
    7       32      0.95     0.031
    8       32      0.95     0.030
    9       32      0.95     0.031
   10       32      0.95     0.031
    1       32      0.99     0.037
    2       32      0.99     0.032
    3       32      0.99     0.032
    4       32      0.99     0.032
    5       32      0.99     0.032
    6       32      0.99     0.031
    7       32      0.99     0.031
    8       32      0.99     0.032
    9       32      0.99     0.032
   10       32      0.99     0.032
    1       32      1.00     0.038
    2       32      1.00     0.033
    3       32      1.00     0.032
    4       32      1.00     0.032
    5       32      1.00     0.032
    6       32      1.00     0.032
    7       32      1.00     0.032
    8       32      1.00     0.032
    9       32      1.00     0.032
   10       32      1.00     0.032
    1       64      0.00     0.006
    2       64      0.00     0.003
    3       64      0.00     0.002
    4       64      0.00     0.002
    5       64      0.00     0.002
    6       64      0.00     0.002
    7       64      0.00     0.002
    8       64      0.00     0.003
    9       64      0.00     0.003
   10       64      0.00     0.002
    1       64      0.01     0.002
    2       64      0.01     0.003
    3       64      0.01     0.002
    4       64      0.01     0.002
    5       64      0.01     0.002
    6       64      0.01     0.003
    7       64      0.01     0.002
    8       64      0.01     0.002
    9       64      0.01     0.002
   10       64      0.01     0.002
    1       64      0.05     0.008
    2       64      0.05     0.005
    3       64      0.05     0.005
    4       64      0.05     0.005
    5       64      0.05     0.006
    6       64      0.05     0.006
    7       64      0.05     0.005
    8       64      0.05     0.005
    9       64      0.05     0.005
   10       64      0.05     0.005
    1       64      0.10     0.010
    2       64      0.10     0.009
    3       64      0.10     0.008
    4       64      0.10     0.008
    5       64      0.10     0.008
    6       64      0.10     0.007
    7       64      0.10     0.008
    8       64      0.10     0.008
    9       64      0.10     0.008
   10       64      0.10     0.008
    1       64      0.25     0.022
    2       64      0.25     0.017
    3       64      0.25     0.018
    4       64      0.25     0.018
    5       64      0.25     0.018
    6       64      0.25     0.017
    7       64      0.25     0.018
    8       64      0.25     0.018
    9       64      0.25     0.018
   10       64      0.25     0.018
    1       64      0.50     0.040
    2       64      0.50     0.033
    3       64      0.50     0.033
    4       64      0.50     0.033
    5       64      0.50     0.033
    6       64      0.50     0.033
    7       64      0.50     0.033
    8       64      0.50     0.033
    9       64      0.50     0.032
   10       64      0.50     0.033
    1       64      0.75     0.058
    2       64      0.75     0.048
    3       64      0.75     0.051
    4       64      0.75     0.050
    5       64      0.75     0.050
    6       64      0.75     0.050
    7       64      0.75     0.050
    8       64      0.75     0.059
    9       64      0.75     0.048
   10       64      0.75     0.048
    1       64      0.90     0.067
    2       64      0.90     0.058
    3       64      0.90     0.057
    4       64      0.90     0.057
    5       64      0.90     0.057
    6       64      0.90     0.057
    7       64      0.90     0.057
    8       64      0.90     0.057
    9       64      0.90     0.057
   10       64      0.90     0.057
    1       64      0.95     0.071
    2       64      0.95     0.061
    3       64      0.95     0.060
    4       64      0.95     0.060
    5       64      0.95     0.060
    6       64      0.95     0.060
    7       64      0.95     0.060
    8       64      0.95     0.059
    9       64      0.95     0.060
   10       64      0.95     0.060
    1       64      0.99     0.074
    2       64      0.99     0.064
    3       64      0.99     0.062
    4       64      0.99     0.063
    5       64      0.99     0.063
    6       64      0.99     0.063
    7       64      0.99     0.063
    8       64      0.99     0.063
    9       64      0.99     0.063
   10       64      0.99     0.063
    1       64      1.00     0.075
    2       64      1.00     0.064
    3       64      1.00     0.063
    4       64      1.00     0.064
    5       64      1.00     0.063
    6       64      1.00     0.064
    7       64      1.00     0.064
    8       64      1.00     0.064
    9       64      1.00     0.063
   10       64      1.00     0.064
    1      128      0.00     0.008
    2      128      0.00     0.004
    3      128      0.00     0.003
    4      128      0.00     0.003
    5      128      0.00     0.003
    6      128      0.00     0.003
    7      128      0.00     0.001
    8      128      0.00     0.003
    9      128      0.00     0.003
   10      128      0.00     0.003
    1      128      0.01     0.005
    2      128      0.01     0.004
    3      128      0.01     0.004
    4      128      0.01     0.003
    5      128      0.01     0.005
    6      128      0.01     0.004
    7      128      0.01     0.006
    8      128      0.01     0.005
    9      128      0.01     0.005
   10      128      0.01     0.005
    1      128      0.05     0.012
    2      128      0.05     0.009
    3      128      0.05     0.009
    4      128      0.05     0.009
    5      128      0.05     0.009
    6      128      0.05     0.007
    7      128      0.05     0.009
    8      128      0.05     0.009
    9      128      0.05     0.009
   10      128      0.05     0.009
    1      128      0.10     0.016
    2      128      0.10     0.015
    3      128      0.10     0.013
    4      128      0.10     0.014
    5      128      0.10     0.015
    6      128      0.10     0.015
    7      128      0.10     0.014
    8      128      0.10     0.015
    9      128      0.10     0.013
   10      128      0.10     0.015
    1      128      0.25     0.041
    2      128      0.25     0.035
    3      128      0.25     0.033
    4      128      0.25     0.033
    5      128      0.25     0.034
    6      128      0.25     0.034
    7      128      0.25     0.033
    8      128      0.25     0.035
    9      128      0.25     0.033
   10      128      0.25     0.034
    1      128      0.50     0.078
    2      128      0.50     0.064
    3      128      0.50     0.065
    4      128      0.50     0.065
    5      128      0.50     0.066
    6      128      0.50     0.064
    7      128      0.50     0.064
    8      128      0.50     0.065
    9      128      0.50     0.065
   10      128      0.50     0.064
    1      128      0.75     0.113
    2      128      0.75     0.096
    3      128      0.75     0.096
    4      128      0.75     0.096
    5      128      0.75     0.096
    6      128      0.75     0.096
    7      128      0.75     0.096
    8      128      0.75     0.096
    9      128      0.75     0.096
   10      128      0.75     0.096
    1      128      0.90     0.135
    2      128      0.90     0.115
    3      128      0.90     0.127
    4      128      0.90     0.117
    5      128      0.90     0.117
    6      128      0.90     0.117
    7      128      0.90     0.118
    8      128      0.90     0.124
    9      128      0.90     0.118
   10      128      0.90     0.118
    1      128      0.95     0.146
    2      128      0.95     0.124
    3      128      0.95     0.123
    4      128      0.95     0.123
    5      128      0.95     0.123
    6      128      0.95     0.123
    7      128      0.95     0.124
    8      128      0.95     0.124
    9      128      0.95     0.124
   10      128      0.95     0.123
    1      128      0.99     0.152
    2      128      0.99     0.129
    3      128      0.99     0.129
    4      128      0.99     0.128
    5      128      0.99     0.128
    6      128      0.99     0.128
    7      128      0.99     0.129
    8      128      0.99     0.129
    9      128      0.99     0.129
   10      128      0.99     0.129
    1      128      1.00     0.153
    2      128      1.00     0.131
    3      128      1.00     0.130
    4      128      1.00     0.130
    5      128      1.00     0.130
    6      128      1.00     0.135
    7      128      1.00     0.131
    8      128      1.00     0.130
    9      128      1.00     0.130
   10      128      1.00     0.131
    1      256      0.00     0.015
    2      256      0.00     0.003
    3      256      0.00     0.004
    4      256      0.00     0.003
    5      256      0.00     0.004
    6      256      0.00     0.003
    7      256      0.00     0.003
    8      256      0.00     0.004
    9      256      0.00     0.003
   10      256      0.00     0.003
    1      256      0.01     0.008
    2      256      0.01     0.006
    3      256      0.01     0.006
    4      256      0.01     0.005
    5      256      0.01     0.006
    6      256      0.01     0.005
    7      256      0.01     0.006
    8      256      0.01     0.006
    9      256      0.01     0.006
   10      256      0.01     0.006
    1      256      0.05     0.019
    2      256      0.05     0.016
    3      256      0.05     0.016
    4      256      0.05     0.015
    5      256      0.05     0.018
    6      256      0.05     0.016
    7      256      0.05     0.016
    8      256      0.05     0.016
    9      256      0.05     0.015
   10      256      0.05     0.016
    1      256      0.10     0.035
    2      256      0.10     0.029
    3      256      0.10     0.029
    4      256      0.10     0.028
    5      256      0.10     0.028
    6      256      0.10     0.029
    7      256      0.10     0.029
    8      256      0.10     0.028
    9      256      0.10     0.028
   10      256      0.10     0.029
    1      256      0.25     0.080
    2      256      0.25     0.068
    3      256      0.25     0.067
    4      256      0.25     0.067
    5      256      0.25     0.068
    6      256      0.25     0.068
    7      256      0.25     0.067
    8      256      0.25     0.067
    9      256      0.25     0.068
   10      256      0.25     0.068
    1      256      0.50     0.155
    2      256      0.50     0.132
    3      256      0.50     0.132
    4      256      0.50     0.131
    5      256      0.50     0.131
    6      256      0.50     0.132
    7      256      0.50     0.131
    8      256      0.50     0.131
    9      256      0.50     0.138
   10      256      0.50     0.132
    1      256      0.75     0.230
    2      256      0.75     0.196
    3      256      0.75     0.196
    4      256      0.75     0.195
    5      256      0.75     0.195
    6      256      0.75     0.195
    7      256      0.75     0.195
    8      256      0.75     0.196
    9      256      0.75     0.195
   10      256      0.75     0.195
    1      256      0.90     0.274
    2      256      0.90     0.234
    3      256      0.90     0.233
    4      256      0.90     0.233
    5      256      0.90     0.233
    6      256      0.90     0.233
    7      256      0.90     0.236
    8      256      0.90     0.233
    9      256      0.90     0.236
   10      256      0.90     0.239
    1      256      0.95     0.310
    2      256      0.95     0.250
    3      256      0.95     0.269
    4      256      0.95     0.239
    5      256      0.95     0.269
    6      256      0.95     0.239
    7      256      0.95     0.258
    8      256      0.95     0.246
    9      256      0.95     0.246
   10      256      0.95     0.255
    1      256      0.99     0.322
    2      256      0.99     0.293
    3      256      0.99     0.267
    4      256      0.99     0.259
    5      256      0.99     0.295
    6      256      0.99     0.250
    7      256      0.99     0.259
    8      256      0.99     0.280
    9      256      0.99     0.271
   10      256      0.99     0.287
    1      256      1.00     0.305
    2      256      1.00     0.262
    3      256      1.00     0.250
    4      256      1.00     0.262
    5      256      1.00     0.281
    6      256      1.00     0.278
    7      256      1.00     0.270
    8      256      1.00     0.262
    9      256      1.00     0.280
   10      256      1.00     0.262
    1      512      0.00     0.049
    2      512      0.00     0.006
    3      512      0.00     0.005
    4      512      0.00     0.005
    5      512      0.00     0.005
    6      512      0.00     0.005
    7      512      0.00     0.005
    8      512      0.00     0.005
    9      512      0.00     0.006
   10      512      0.00     0.005
    1      512      0.01     0.016
    2      512      0.01     0.011
    3      512      0.01     0.011
    4      512      0.01     0.011
    5      512      0.01     0.010
    6      512      0.01     0.011
    7      512      0.01     0.010
    8      512      0.01     0.011
    9      512      0.01     0.010
   10      512      0.01     0.011
    1      512      0.05     0.037
    2      512      0.05     0.031
    3      512      0.05     0.030
    4      512      0.05     0.030
